Price,Adj Close,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM,JPM
Date,,,,,,
2015-01-02,46.72093963623047,62.4900016784668,62.959999084472656,62.06999969482422,62.18000030517578,12600000
2015-01-05,45.27048873901367,60.54999923706055,62.279998779296875,60.22999954223633,62.060001373291016,20100600
2015-01-06,44.09666442871094,58.97999954223633,60.75,58.349998474121094,60.63999938964844,29074100
2015-01-07,44.1639518737793,59.06999969482422,59.88999938964844,58.66999816894531,59.88999938964844,23843200
2015-01-08,45.150856018066406,60.38999938964844,60.900001525878906,59.970001220703125,59.970001220703125,16971100
2015-01-09,44.3658332824707,59.34000015258789,60.790000915527344,59.290000915527344,60.720001220703125,15396200
2015-01-12,43.98453140258789,58.83000183105469,59.400001525878906,58.27000045776367,59.279998779296875,15455200
2015-01-13,43.99198913574219,58.84000015258789,59.70000076293945,58.369998931884766,59.2599983215332,21644700
2015-01-14,42.47425842285156,56.810001373291016,58.84000015258789,55.27000045776367,58.84000015258789,49602300
2015-01-15,41.113525390625,54.9900016784668,56.61000061035156,54.5,55.72999954223633,42458100
2015-01-16,41.81631851196289,55.93000030517578,56.0,54.63999938964844,54.65999984741211,29368900
2015-01-20,41.65184020996094,55.709999084472656,56.38999938964844,55.41999816894531,56.040000915527344,23477700
2015-01-21,41.786415100097656,55.88999938964844,56.41999816894531,55.189998626708984,55.45000076293945,21842400
2015-01-22,43.05742263793945,57.59000015258789,57.72999954223633,55.959999084472656,56.380001068115234,31423500
2015-01-23,42.3770637512207,56.68000030517578,57.869998931884766,56.65999984741211,57.720001220703125,15458300
2015-01-26,42.44434356689453,56.77000045776367,56.9900016784668,56.20000076293945,56.40999984741211,12577700
2015-01-27,42.018192291259766,56.20000076293945,56.61000061035156,55.7599983215332,56.04999923706055,15220500
2015-01-28,40.93408966064453,54.75,56.68000030517578,54.75,56.619998931884766,24354400
2015-01-29,41.621925354003906,55.66999816894531,55.88999938964844,54.68000030517578,55.27000045776367,20393300
2015-01-30,40.65745544433594,54.380001068115234,55.5,54.369998931884766,54.9900016784668,26943700
2015-02-02,41.47239685058594,55.470001220703125,55.650001525878906,54.27000045776367,54.529998779296875,20308900
2015-02-03,42.406959533691406,56.720001220703125,56.779998779296875,55.869998931884766,55.90999984741211,18812500
2015-02-04,42.152774810791016,56.380001068115234,57.06999969482422,56.279998779296875,56.31999969482422,14934100
2015-02-05,42.44434356689453,56.77000045776367,57.040000915527344,56.459999084472656,56.86000061035156,11293900
2015-02-06,43.28171920776367,57.88999938964844,58.72999954223633,57.540000915527344,57.75,25214000
2015-02-09,43.2293815612793,57.81999969482422,58.099998474121094,57.22999954223633,57.41999816894531,14372400
2015-02-10,43.7078857421875,58.459999084472656,58.709999084472656,58.04999923706055,58.41999816894531,16367300
2015-02-11,43.640602111816406,58.369998931884766,58.65999984741211,57.84000015258789,58.060001373291016,13061900
2015-02-12,44.53777313232422,59.56999969482422,59.709999084472656,58.54999923706055,58.93000030517578,23211300
2015-02-13,44.61255645751953,59.66999816894531,60.220001220703125,59.34000015258789,59.459999084472656,16479100
2015-02-17,44.93404006958008,60.099998474121094,60.13999938964844,59.31999969482422,59.36000061035156,15308800
2015-02-18,44.38825607299805,59.369998931884766,60.099998474121094,59.119998931884766,60.099998474121094,14278100
2015-02-19,44.28356170654297,59.22999954223633,59.47999954223633,58.79999923706055,59.150001525878906,11256500
2015-02-20,44.709754943847656,59.79999923706055,59.88999938964844,58.349998474121094,58.959999084472656,15379000
2015-02-23,44.373291015625,59.349998474121094,59.529998779296875,58.79999923706055,59.5,16814000
2015-02-24,45.47235107421875,60.81999969482422,61.25,60.08000183105469,60.25,22937700
2015-02-25,45.711605072021484,61.13999938964844,61.27000045776367,60.75,60.7599983215332,18307900
2015-02-26,46.040565490722656,61.58000183105469,61.70000076293945,60.90999984741211,61.029998779296875,15444800
2015-02-27,45.81626510620117,61.279998779296875,61.91999816894531,61.130001068115234,61.130001068115234,15225900
2015-03-02,46.1826286315918,61.77000045776367,61.83000183105469,61.029998779296875,61.279998779296875,13047300
2015-03-03,46.33214569091797,61.970001220703125,61.9900016784668,61.5,61.650001525878906,13706900
2015-03-04,46.451786041259766,62.130001068115234,62.16999816894531,61.349998474121094,61.63999938964844,16625500
2015-03-05,46.35457992553711,62.0,62.22999954223633,61.599998474121094,62.20000076293945,10931300
2015-03-06,45.524688720703125,60.88999938964844,62.869998931884766,60.79999923706055,62.15999984741211,22719200
2015-03-09,45.98074722290039,61.5,61.630001068115234,60.79999923706055,60.84000015258789,13001500
2015-03-10,44.82936477661133,59.959999084472656,61.0099983215332,59.959999084472656,60.7599983215332,16357700
2015-03-11,45.03870391845703,60.2400016784668,60.650001525878906,59.959999084472656,60.130001068115234,13015600
2015-03-12,45.88356018066406,61.369998931884766,61.45000076293945,60.650001525878906,60.650001525878906,18159600
2015-03-13,45.6069221496582,61.0,61.86000061035156,60.43000030517578,61.400001525878906,16506200
2015-03-16,46.24244689941406,61.849998474121094,61.91999816894531,61.25,61.5,15182900
2015-03-17,46.0629997253418,61.61000061035156,61.65999984741211,60.91999816894531,61.34000015258789,11718300
2015-03-18,46.16767883300781,61.75,62.04999923706055,61.09000015258789,61.38999938964844,15697900
2015-03-19,45.756465911865234,61.20000076293945,61.650001525878906,60.7599983215332,61.56999969482422,11523800
2015-03-20,46.16767883300781,61.75,62.099998474121094,61.150001525878906,61.31999969482422,18368300
2015-03-23,45.711605072021484,61.13999938964844,62.08000183105469,61.119998931884766,61.75,15112900
2015-03-24,45.203189849853516,60.459999084472656,61.2400016784668,60.45000076293945,60.970001220703125,12128700
2015-03-25,44.56768798828125,59.61000061035156,60.63999938964844,59.59000015258789,60.529998779296875,14950900
2015-03-26,44.515350341796875,59.540000915527344,59.790000915527344,58.869998931884766,59.459999084472656,14039600
2015-03-27,44.5228385925293,59.54999923706055,59.779998779296875,59.0,59.4900016784668,11755800
2015-03-30,45.57701873779297,60.959999084472656,61.459999084472656,60.61000061035156,60.880001068115234,20656500
2015-03-31,45.29290771484375,60.58000183105469,60.939998626708984,60.41999816894531,60.720001220703125,17346700
2015-04-01,45.119808197021484,59.95000076293945,60.56999969482422,59.72999954223633,60.40999984741211,18100600
2015-04-02,45.548789978027344,60.52000045776367,60.70000076293945,60.0,60.06999969482422,12697800
2015-04-06,45.51118469238281,60.470001220703125,60.75,59.650001525878906,59.91999816894531,12025200
2015-04-07,45.79716491699219,60.849998474121094,61.5,60.849998474121094,61.150001525878906,11505500
2015-04-08,45.94770431518555,61.04999923706055,61.560001373291016,60.939998626708984,61.060001373291016,11734000
